Name ,FuzzyRisk,JavaFiles,Jlint,DefectCOunt,LOC,CloneFragment,CloneGroup,Jlint/LOC,Defect/LOC,Opriv,Upriv,PrivCount
Leggenda Fratelli Pii Sicilia,51,1325,1341,15,297160,1836,409,0.00451272,5.04779E-05,0,9,5
BharatSync PIM,51,919,537,6,166798,1149,371,0.003219463,3.59717E-05,5,1,19
Absher MOI,51,1347,1257,15,289629,1767,419,0.004340035,5.17904E-05,0,10,3
Rádio PIB,51,1310,236,29,150473,1053,368,0.001568388,0.000192726,0,7,5
EuclidesTrig Trial,51,1306,1265,15,286531,1750,408,0.00441488,5.23504E-05,0,11,3
Tracking PIB/PEB,92,3915,639,12,445985,5429,949,0.001432784,2.69067E-05,0,3,2
BSV Mobile,50,6272,1277,25,596328,6914,1470,0.002141439,4.19232E-05,1,5,13
CellPay,50,398,84,6,36926,278,114,0.00227482,0.000162487,8,1,12
PGP Reality,50,1588,554,9,138630,970,315,0.003996249,6.4921E-05,0,2,6
PGP KeyRing (Trial Version),51,3958,1614,9,421888,4420,1301,0.00382566,2.13327E-05,0,7,5
ProntoBux,100,4935,1054,15,534796,7116,1140,0.001970845,2.80481E-05,0,9,9
PBS Benny,51,1328,239,9,122776,918,319,0.001946635,7.33042E-05,1,2,4
Parkgott,92,2188,595,9,196436,790,297,0.003028976,4.58164E-05,1,7,8
Fussball v1,51,1338,1241,15,290282,1765,417,0.004275153,5.16739E-05,0,9,5
CurrencyFair unofficial legacy,51,328,101,6,31761,58,24,0.003180001,0.000188911,0,1,1
PlatformV Android Client(Beta),51,714,320,18,99743,554,186,0.003208245,0.000180464,1,1,9
WakeScout,100,4287,651,6,470858,6291,1083,0.001382582,1.27427E-05,0,2,7
Pro Version  PFC Android,0,147,30,3,8564,113,36,0.003503036,0.000350304,0,0,1
Proforma Blog,50,746,231,12,67494,239,100,0.003422526,0.000177794,2,7,10
Rhema 88.6 FM Semarang,51,1341,1246,15,287490,1761,421,0.004334064,5.21757E-05,0,9,4
AndroControl Lite,0,64,14,6,5688,12,5,0.002461322,0.001054852,0,0,5
Polygator PDU,50,914,177,6,94883,583,223,0.001865455,6.32358E-05,0,4,1
"??????? - ?????? ???""",92,399,161,9,60946,148,66,0.002641683,0.000147672,0,8,3
Sales Tax Calculator (VAT GST),51,730,373,12,76736,444,183,0.004860822,0.00015638,0,9,2
Ov??ení Plátce DPH,51,835,239,12,86157,379,130,0.002774006,0.000139281,1,1,5
?????PDR??,51,1136,434,15,165583,1383,298,0.002621042,9.0589E-05,0,2,3
Arab Bank Australia,50,215,96,9,26383,170,76,0.003638707,0.000341129,1,2,4
Hempel Datasheets,51,1308,263,9,135677,770,290,0.001938427,6.6334E-05,0,7,6
Hamara Hazaribagh,51,1674,289,9,163777,1124,413,0.001764595,5.49528E-05,1,2,5
UviGO!,50,795,217,12,81918,606,253,0.00264899,0.000146488,1,2,9
???????? ????,50,489,135,12,49956,270,112,0.002702378,0.000240211,5,0,16
ClubFuel Promotion,51,9,0,3,267,2,1,0,0.011235955,0,0,1
Peshmerga,92,709,183,6,87647,403,163,0.002087921,6.84564E-05,0,5,2
PDK,51,411,66,6,37129,264,109,0.001777586,0.000161599,0,1,3
PDM,50,299,125,6,37501,201,90,0.003333244,0.000159996,8,0,14
Parla Pallarès,51,45,4,3,3046,44,18,0.001313198,0.000984898,1,0,3
Cantine Pellegrino,51,149,68,6,19955,44,19,0.003407667,0.000300677,0,6,2
???? .. ?? ???? ???????,92,3852,583,9,428252,5272,900,0.001361348,2.10157E-05,0,3,2
TechNews ????,91,5146,1056,24,581683,6057,1210,0.001815422,4.12596E-05,7,3,23
?????,51,755,162,6,66546,371,152,0.002434406,9.01632E-05,6,1,14
Push Controls,51,2481,797,15,261471,1510,563,0.003048139,5.73677E-05,1,2,5
DroidPad,51,70,22,5111,6787,10,4,0.003241491,0.753057315,0,0,3
Toko Buku Digital UT (Ofcl),51,1021,111,48,89703,606,231,0.001237417,0.000535099,0,5,3
sMedio 360 TrueLink+,100,2509,634,12,254318,2803,819,0.002492942,4.7185E-05,5,1,11
Mon coach apb,92,261,88,6,29094,145,66,0.003024679,0.000206228,0,11,1
????? ??????,92,3852,583,9,428252,5282,912,0.001361348,2.10157E-05,0,3,2
Pc1.gr,100,5779,1051,15,598645,6188,1231,0.001755631,2.50566E-05,0,7,12
Ask About Eyes,50,304,138,9,34099,204,90,0.00404704,0.000263937,4,2,10
Numbers LE,51,215,99,9,26915,195,88,0.003678246,0.000334386,5,0,8
Mundo Obrero,51,454,73,6,42578,276,117,0.0017145,0.000140918,0,4,1
?????????? ?? ????????? PCD,92,717,186,6,89999,395,160,0.00206669,6.66674E-05,0,3,2
Preventing Chronic Disease-PCD,51,2550,774,15,304910,1920,707,0.002538454,4.91948E-05,0,2,3
PCI FLS,50,889,326,20,109605,365,145,0.002974317,0.000182473,3,2,12
In ...your pocket,51,1020,305,36,108309,766,269,0.002816017,0.000332382,1,3,3
Te?ajna Lista,51,308,47,6,28009,217,90,0.001678032,0.000214217,0,1,2
PCA Sevilla (No oficial),51,453,73,6,42576,279,118,0.001714581,0.000140924,0,4,1
?????????,51,15,0,6,1373,2,1,0,0.004369993,0,0,2
Wexler's Tavern & Eatery,50,3915,1015,9,405920,4207,1345,0.002500493,2.21719E-05,1,3,13
Kids Cuddly Color Book (Lite),92,472,202,6,66375,177,64,0.003043315,9.03955E-05,0,2,4
Letterpressure,92,1580,475,6,184826,1067,363,0.002569985,3.2463E-05,0,2,2
Latihan PBJ,51,507,98,6,53934,557,158,0.001817036,0.000111247,0,9,4
pb&j TV,92,178,64,6,19976,95,44,0.003203845,0.00030036,0,6,6
GeForce Miles Club,92,555,232,18,58749,262,103,0.003949003,0.000306388,0,7,4
PAH Antibiotic Guidelines,51,118,42,9,12819,56,25,0.003276387,0.000702083,0,0,3
Sensifemme,51,1366,1505,15,318211,2058,415,0.004729566,4.71385E-05,1,10,5
HandLibrary,51,252,117,6,30232,186,83,0.003870071,0.000198465,1,2,2
Simple Soccer Rules,92,598,170,9,78926,294,121,0.002153916,0.000114031,0,2,2
OJT Checklist,51,350,151,6,38988,203,88,0.003872987,0.000153894,1,1,4
Rangsit University Tablet,50,1759,533,9,173634,1093,415,0.003069675,5.18332E-05,0,9,15
Wudu - Bangla,92,4571,821,9,504964,6275,1098,0.001625858,1.78231E-05,0,3,2
Heads or Tails,51,103,56,9,12544,31,13,0.004464286,0.000717474,0,6,2
Mattos Consultoria de Imóveis,50,235,84,3,19582,165,61,0.004289654,0.000153202,2,2,5
+9 SP,0,418,118,16,28312,125,37,0.004167844,0.000565131,2,0,3
Descubre la Rioja Alta,88,1988,286,1216,240255,3104,519,0.001190402,0.005061289,5,6,17
??????,92,1812,298,18,231076,3052,497,0.001289619,7.78964E-05,2,2,9
e-Campus Cards,51,144,7,24,9190,19,7,0.000761697,0.002611534,3,0,7
Body & Beauty,50,6444,1710,12,712210,5603,1567,0.002400977,1.6849E-05,0,13,28
NSA - Bundespresse.com,92,3022,915,15,304933,1165,425,0.003000659,4.91911E-05,1,9,8
iLap,50,719,184,9,74025,533,223,0.002485647,0.000121581,0,5,5
Preksha jewellery,51,377,61,6,35953,301,115,0.00169666,0.000166885,1,1,6
?????,51,949,275,9,103199,647,269,0.002664755,8.72101E-05,0,2,11
DJS,50,1298,492,12,131374,590,210,0.003745033,9.13423E-05,0,9,4
????,50,462,202,12,56181,123,37,0.003595522,0.000213595,17,0,33
??????,50,1703,366,12,162481,1024,322,0.002252571,7.38548E-05,0,4,6
????,91,2335,739,15,243252,1569,551,0.003038002,6.16644E-05,6,6,23
?????,50,1464,394,15,164138,780,314,0.002400419,9.13865E-05,9,4,23
SMS control LITE,50,312,52,6,28284,192,82,0.001838495,0.000212134,2,1,6
Water Bubble Smasher,51,445,207,5117,71101,4809,748,0.002911351,0.071968045,0,1,2
METAL RADIO,51,1345,1251,15,288815,1764,425,0.004331492,5.19364E-05,0,9,4
ContactSync trial,50,5473,1723,12,456590,4030,1156,0.003773626,2.62818E-05,0,11,19
MEGA BRIGHT LED FLASHLIGHT,0,513,84,6,48145,343,140,0.001744729,0.000124624,2,4,3
hogastjob Gastro-Hotel-Jobs,51,56,8,6,3349,44,15,0.002388773,0.00179158,0,0,2
??? ?????? ??  ?????? ??????,92,2438,410,6,288977,4090,576,0.001418798,2.07629E-05,0,6,2
?????? ????? ?????? ??????,92,2438,410,6,288977,4089,583,0.001418798,2.07629E-05,0,6,2
?????? ?????? ?? ?????? ??????,92,2438,410,6,288977,4079,567,0.001418798,2.07629E-05,0,6,2
Falstaff-ÖHV-Hotelguide,50,103,55,12,12556,31,13,0.004380376,0.000955718,3,4,9
ObRss: news and weather,100,701,190,9,86025,314,129,0.00220866,0.000104621,0,4,4
SYSPRO Espresso,50,462,129,9,49499,261,109,0.002606113,0.000181822,3,2,14
Kulturdroiden,51,20,1,3,1102,2,1,0.000907441,0.002722323,0,0,2
Past OHG,51,521,211,9,53714,366,146,0.003928212,0.000167554,1,3,8
MySIGNAL,51,1642,468,25,156120,1041,351,0.002997694,0.000160133,0,7,6
Ganesha HD Wallpapers,92,2086,239,6,246267,3243,587,0.000970491,2.43638E-05,0,3,2
Bangla Naat,92,2803,420,6,311893,4150,607,0.001346616,1.92374E-05,0,2,2
?????????????????????????????,51,1069,238,12,101500,681,286,0.002344828,0.000118227,1,1,9
????? ???????,51,1356,239,9,174528,2749,450,0.001369408,5.15677E-05,1,6,5
OGG to MP3 Audio,100,1740,272,6,224749,3053,464,0.001210239,2.66964E-05,1,2,10
Anza Money FREE,0,932,211,9,89036,172,67,0.002369828,0.000101083,1,2,8
NU.nl voor SmartWatch 2,51,138,13,3,9902,29,13,0.001312866,0.000302969,0,1,2
Know Your Scientists - Trivia,51,1818,458,12,217301,2765,536,0.002107676,5.52229E-05,1,8,5
?????????????????1????????????,51,746,173,6,72567,508,210,0.002384004,8.26822E-05,2,3,6
Mobiliti Preview,50,160,42,9,14256,41,17,0.002946128,0.000631313,1,2,8
Bobotoh Persib,92,3022,915,15,304933,1179,430,0.003000659,4.91911E-05,1,9,8
GFK-Spiel,0,95,24,9,9834,34,11,0.002440513,0.000915192,0,1,1
Totem International ltd,50,552,90,6,51158,403,166,0.001759256,0.000117284,3,1,8
NVD,50,235,110,12,28457,174,78,0.003865481,0.000421689,0,2,4
Waterlevels,51,257,121,9,35373,161,71,0.003420688,0.000254431,0,6,2
NUScast,51,866,220,12,86555,494,188,0.002541736,0.00013864,0,2,6
NUS High App,51,153,55,5098,15670,73,25,0.003509892,0.325335035,2,0,5
NUS Carparks,50,54,2,6,5212,16,7,0.00038373,0.00115119,2,0,6
facebook??,53,2291,569,4427,194977,851,329,0.002918293,0.022705242,8,1,20
Custos do Automóvel,51,229,105,9,27294,183,82,0.003846999,0.000329743,1,2,2
NTP???,51,1398,213,9,180861,2417,422,0.0011777,4.9762E-05,1,2,8
Fog Core,51,399,302,6,55408,61,27,0.005450476,0.000108288,0,5,10
Powerz NTU,92,2067,559,12,191607,1054,292,0.00291743,6.26282E-05,0,11,2
NTC CLUB,92,276,71,9,23601,117,51,0.003008347,0.00038134,2,10,5
NTC Mobile,51,835,197,35170,98111,477,185,0.00200793,0.358471527,4,8,8
"New2Call ,NTC",53,825,227,9,66594,276,83,0.003408715,0.000135147,9,0,24
Nth Fashion - Multiview Video,92,396,110,9,38613,176,73,0.002848781,0.000233082,1,10,6
NTH Radio,50,643,205,9,58254,176,72,0.003519072,0.000154496,2,8,10
DNS Management,92,695,186,9,87448,423,165,0.002126978,0.000102918,0,3,2
NSW Traffic,51,26,1,3,1029,0,0,0.000971817,0.002915452,0,0,1
Report! TokyoMotorShow2013,51,419,72,9,41346,245,102,0.001741402,0.000217675,0,1,3
News Reader Romania,50,151,73,9,17282,25,11,0.004224048,0.000520773,7,1,16
Calculate Net Run Rate,92,651,175,6,82812,327,137,0.00211322,7.24533E-05,0,3,2
NRR MLC,51,752,161,9,75396,794,225,0.002135392,0.00011937,1,3,4
DiscoverNRV,51,18,1,3,617,6,3,0.001620746,0.004862237,0,0,1
Posey Plumbing,50,253,117,9,31058,173,76,0.003767145,0.00028978,1,1,6
North Richland Hills Library,100,2816,613,6,325086,3737,713,0.001885655,1.84567E-05,0,5,5
Stereo Cien,92,1311,498,6,210478,1436,329,0.002366043,2.85065E-05,0,6,4
NRB Bank eBanking,50,575,127,6,69796,295,122,0.001819589,8.59648E-05,1,1,7
Radio NRB,51,575,162,9,55605,290,118,0.002913407,0.000161856,0,4,3
Gravity Ball,51,186,42,3354,15238,74,30,0.002756267,0.220107626,0,0,2
NRE Malaysia Eco-Park,50,257,120,6,35363,161,71,0.003393377,0.000169669,7,1,16
Strážce pralesa HD - Zoo Praha,92,287,92,9,31957,114,51,0.002878868,0.000281628,0,10,3
Bridgestone Everywhere Network,92,443,117,6,46423,193,83,0.002520302,0.000129246,0,10,7
Ayy?ld?z Demir Çelik,51,1310,1281,15,288197,1762,404,0.004444876,5.20477E-05,1,11,4
NPI WEB PRINT,51,699,300,9,92164,341,142,0.003255067,9.7652E-05,1,2,5
NPi-nieuws,51,1472,562,9,163840,1328,435,0.003430176,5.49316E-05,0,1,3
Nati per Leggere - Umbria,51,321,84,9,31239,169,69,0.002688947,0.000288101,3,0,6
IL Monestero,51,215,97,9,26383,170,76,0.00367661,0.000341129,1,2,2
Turquoise,51,180,89,9,21278,139,62,0.004182724,0.000422972,1,2,2
Amros,51,180,89,9,21278,139,63,0.004182724,0.000422972,1,2,2
Valentino Nijverdal,51,180,89,9,21278,137,61,0.004182724,0.000422972,1,2,2
Pizza Plus,51,215,96,9,26383,170,76,0.003638707,0.000341129,1,2,2
King of the Ribs,51,180,89,9,21278,138,61,0.004182724,0.000422972,1,2,2
Valentino Hengelo,51,180,89,9,21278,139,63,0.004182724,0.000422972,1,2,2
Arabic Quran,51,838,195,6,68965,398,151,0.002827521,8.70007E-05,0,2,3
Quran Hindi,51,838,195,6,68965,398,151,0.002827521,8.70007E-05,0,2,3
Quran Uzbek,51,838,195,6,68965,398,151,0.002827521,8.70007E-05,0,2,3
???? ???? 5,0,101,21,3,6338,2,1,0.003313348,0.000473335,0,1,1
Ngon360,92,2503,776,15,328422,2232,606,0.002362814,4.56729E-05,0,2,3
Món Ngon M?i Ngày,92,4081,707,9,447602,5441,978,0.001579528,2.01071E-05,2,4,5
NLM HomePack,51,741,379,561,86773,437,165,0.004367718,0.006465145,10,4,22
Diabetes flashcards,51,109,44,3,11924,47,21,0.003690037,0.000251593,0,0,1
Macbeth Quotes,51,109,44,3,11928,47,21,0.003688799,0.000251509,0,0,1
Pharmacy sig codes,51,109,44,3,11928,47,21,0.003688799,0.000251509,0,0,1
?????,83,1210,317,9,139053,4901,711,0.002279706,6.47235E-05,8,1,24
HESI Prep - Practice Questions,51,166,63,3,22426,55,20,0.002809239,0.000133773,0,3,4
Cardiovascular System,51,109,44,3,11926,47,21,0.003689418,0.000251551,0,0,1
Book of Matthew (NLT),51,109,44,3,11926,47,21,0.003689418,0.000251551,0,0,1
Book of Luke (NLT),51,109,44,3,11926,47,21,0.003689418,0.000251551,0,0,1
NLA Catalogue,51,334,103,6,30148,265,94,0.003416479,0.000199018,0,1,1
Bindall? Modelleri 2015 - 2016,51,1118,213,6,116415,705,267,0.001829661,5.15398E-05,0,4,2
NKT Product Catalogue,92,61,8,12,3771,4,2,0.002121453,0.00318218,2,0,3
?????,51,761,194,12,78146,580,243,0.002482533,0.000153559,1,1,8
??? ?????: ?????,92,4562,735,9,476892,6889,1070,0.001541229,1.88722E-05,1,2,5
Hotel Empire - New Version,51,1509,359,17,173552,1257,411,0.002068544,9.79534E-05,1,2,8
NCEA Mathematics Year 12,51,734,264,15,82976,444,185,0.003181643,0.000180775,0,6,4
Mobilna banka GO!,50,2591,565,18,187828,1202,285,0.003008071,9.58324E-05,1,2,13
Choose One,0,546,85,6,52491,429,153,0.001619325,0.000114305,0,4,1
NCEA Physics Year 12,51,734,264,15,82976,446,187,0.003181643,0.000180775,0,6,4
NCEA Guide,51,944,189,9,95062,470,185,0.001988176,9.46751E-05,0,4,1
eGFR Calculator,50,229,105,6,27296,184,82,0.003846717,0.000219812,9,0,14
NKF Spring Clinical Meetings,51,1178,410,18,120812,503,204,0.003393703,0.000148992,3,1,21
NKF 2015,52,3416,1083,24,375251,2599,905,0.002886068,6.39572E-05,3,3,22
??????????,51,96,59,6,8444,8,4,0.00698721,0.000710564,0,6,2
Prayer Deeya/Diya (Free),51,40,1,3,2711,3,1,0.000368868,0.001106603,2,1,2
NIH Map,100,599,214,699,58127,110,38,0.003681594,0.012025393,0,1,5
Rik-n-Nik's,51,17,0,6,393,0,0,0,0.015267176,0,0,1
Nim Game,51,1918,426,15,170551,1118,424,0.002497787,8.79502E-05,0,2,4
????????????????????????(???),92,213,100,9,40673,49,21,0.002458633,0.000221277,0,1,2
Organic Chem 1 Quiz - Addition,51,1348,1263,15,290540,1790,429,0.004347078,5.1628E-05,0,10,3
????????????????????????(???),92,527,153,9,69647,261,108,0.002196792,0.000129223,0,1,2
Plutocalc Water Calculations,51,229,105,6,27294,183,82,0.003846999,0.000219829,1,2,2
Aquarium Control,0,88,22,6,9666,29,12,0.002276019,0.000620732,1,0,4
kryng.me Client,50,2670,583,27103,213218,1773,580,0.002734291,0.127114034,0,10,11
??? ???????,92,308,93,9,32464,155,70,0.002864712,0.00027723,0,11,2
ke sach kinh doanh,92,4532,759,9,498373,6371,1069,0.001522956,1.80588E-05,0,5,2
MRJ Chits Member Module,51,577,105,6,52391,400,155,0.002004161,0.000114523,3,3,5
#NAME?,51,1356,1306,15,304725,1837,427,0.004285831,4.92247E-05,1,9,5
Combain Workmate,50,115,32,9,8860,14,7,0.003611738,0.001015801,2,1,12
PERs Bar,51,22,4,6,1260,2,1,0.003174603,0.004761905,0,1,2
Mrpoid,51,668,152,6,79462,331,129,0.001912864,7.55078E-05,8,1,16
Point FM 103.1,50,257,121,6,35373,161,71,0.003420688,0.000169621,5,1,14
Dee 106.3,50,257,121,6,35373,160,71,0.003420688,0.000169621,5,1,14
PMI MRA,100,2540,492,6,293641,3666,666,0.001675515,2.04331E-05,2,1,9
MRB,51,259,120,6,35684,161,71,0.003362852,0.000168143,0,8,4
????-??????,100,5880,1186,6658,696280,7576,1446,0.001703338,0.009562245,0,5,15
EMS Anyware - Vanguard,50,984,115,6,127819,1931,309,0.00089971,4.69414E-05,4,1,10
Zero Beat Zone (MRG.fm),92,3846,649,12,423416,5938,910,0.001532772,2.83409E-05,0,4,4
ClassicalRadio Club (MRG.fm),92,3833,649,12,422327,5945,917,0.001536724,2.8414E-05,0,4,4
Mondello Radio (MRG.fm),92,3848,649,12,423442,5943,921,0.001532677,2.83392E-05,0,4,4
80sRadio (MRG.fm),92,3846,649,12,423416,5961,914,0.001532772,2.83409E-05,0,4,4
SelfMail,51,699,153,9,59226,254,72,0.002583325,0.00015196,1,1,5
Tamil Melisai Radio,51,568,155,12,55139,297,121,0.002811077,0.000217632,0,2,3
Fibonacci A-B-C Calc,51,1297,1093,12,237889,1411,383,0.00459458,5.04437E-05,0,10,1
C2KSU,95,2843,637,12,290489,1737,611,0.002192854,4.13097E-05,2,3,12
C2ASU,95,2729,637,12,288923,1636,597,0.00220474,4.15336E-05,2,3,12
Tollywood Gossips,51,455,74,6,42523,280,119,0.001740235,0.0001411,0,4,1
My Favorites +,51,73,25,5117,6972,0,0,0.003585772,0.733935743,0,0,2
Sb Wallet,50,6272,1277,25,596328,6936,1482,0.002141439,4.19232E-05,1,5,13
GO NAWAZ GO | Single-Tap SEND,51,1674,344,12,154006,814,329,0.002233679,7.7919E-05,1,5,8
??????,51,3648,1452,18,420075,1869,646,0.003456526,4.28495E-05,6,4,23
iPaperless,51,1189,403,15,131470,932,346,0.003065338,0.000114094,0,5,5
CPIM® MPR Exam Prep 2015,51,1832,342,12,165397,902,358,0.002067752,7.25527E-05,0,3,10
EuroAve Car Rental,51,456,73,9,42579,280,118,0.00171446,0.000211372,0,4,2
Capital Cars - Edinburgh,50,826,219,6,91530,348,131,0.002392658,6.55523E-05,1,0,8
ECG Caliper Demo,0,280,74,9,26115,243,105,0.002833621,0.00034463,0,6,3
eZCom School Communication App,51,828,247,9,101227,520,185,0.00244006,8.89091E-05,0,6,10
MPOS PLUS,51,905,251,3588,82362,290,97,0.003047522,0.043563779,1,1,7
CBQ mPOS,50,228,79,6,21262,71,29,0.003715549,0.000282194,3,0,11
MPO Application,51,533,92,6,49156,396,158,0.001871592,0.00012206,0,3,2
Radio Reporter na Rua,51,214,100,6,26316,178,80,0.00379997,0.000227998,1,2,2
MPB Public Radio App,50,3085,801,540,318947,2593,818,0.002511389,0.001693071,0,10,12
MPI Auction Archive,51,530,89,6,49136,352,143,0.001811299,0.00012211,1,3,3
MultiBanks,51,78,33,3,7892,4,2,0.00418145,0.000380132,0,1,2
LCL ISIC,100,3606,632,15,402285,4178,910,0.001571026,3.7287E-05,0,6,14
LCM & GCD Calculator,92,787,221,6,106400,427,167,0.002077068,5.6391E-05,0,1,2
London Coffee Network,50,4135,1232,18,416464,3013,960,0.002958239,4.3221E-05,0,3,8
LCN mobile,51,1248,223,6,138326,1047,349,0.001612134,4.33758E-05,0,4,2
Santa Biblia Reina Valera,51,845,196,6,69843,389,149,0.002806294,8.5907E-05,0,2,3
Denkei,95,2729,637,12,288906,1633,593,0.002204869,4.1536E-05,2,3,12
CallStar,50,473,125,18,41615,330,139,0.003003725,0.000432536,6,0,13
Anywhere Mobile Client FMC,51,1862,664,6,216535,771,262,0.003066479,2.77091E-05,4,2,20
Fantasy LCS Points Calculator,51,477,73,6,44410,293,123,0.001643774,0.000135105,0,4,1
Auto Ride Count,50,442,225,12,45004,421,161,0.004999556,0.000266643,0,5,6
LCT,51,719,246,6,71929,388,132,0.003420039,8.34156E-05,1,6,8
Leominster Credit Union Mobile,50,162,44,9,15251,43,18,0.002885057,0.000590125,1,2,8
Gold Club SF,91,3592,715,12,429122,3738,821,0.001666193,2.79641E-05,4,4,15
Cool Theme-Waikiki Sunset-,51,1031,328,9,97317,654,250,0.003370429,9.24813E-05,0,2,4
London City Keyboard,92,2662,520,9,309033,3790,704,0.001682668,2.91231E-05,2,2,6
ACPOD,51,712,180,13,51911,230,86,0.003467473,0.000250429,1,4,2
????,0,458,74,6,42946,277,117,0.001723094,0.00013971,1,3,3
Meaning of Dreams,51,844,196,6,69779,392,146,0.002808868,8.59858E-05,0,2,3
? ???????,51,837,195,6,68891,390,148,0.002830558,8.70941E-05,0,2,3
??????,51,1012,432,12,110494,555,203,0.003909715,0.000108603,0,8,16
Left Coast Kitchen & Cocktails,51,316,98,6,22941,49,22,0.004271828,0.00026154,0,4,5
Cute Puppies Jigsaw Puzzles,92,1522,336,9,180846,1100,376,0.001857934,4.97661E-05,0,6,4
Bulldog Puppy Live Wallpaper,92,3381,493,9,373387,4934,799,0.001320346,2.41037E-05,0,0,6
????? ??? ??????,92,1170,233,6,93219,666,151,0.00249949,6.43646E-05,0,3,5
????? ???? ???????,92,1170,233,6,93219,666,151,0.00249949,6.43646E-05,0,3,5
Droid UPnP Port Mapper,51,443,80,6,45879,263,110,0.001743717,0.000130779,1,2,3
Le Contact Boursier,50,2282,471,6,197841,1060,410,0.0023807,3.03274E-05,0,3,9
LCC Mobile,51,227,109,9,27828,178,80,0.003916918,0.000323415,1,2,2
Lcd Amoled Flowers Wallpaper,51,1303,1253,15,284506,1735,411,0.004404125,5.2723E-05,0,11,3
Elimination of Squares Lite,92,2052,628,9,255795,1314,471,0.002455091,3.51844E-05,0,4,2
CFLPA Mobile,50,482,170,6,53870,270,115,0.003155745,0.000111379,3,4,14
Math Flashcard Pack Lite,92,1778,579,6,193649,1183,397,0.002989946,3.09839E-05,0,4,2
hathmaluwa blogs reader,51,275,62,12,29625,167,66,0.002092827,0.000405063,0,4,2
Lady Barbers,95,2729,637,12,288906,1634,594,0.002204869,4.1536E-05,2,3,12
Body Surface & BMI Calculator,50,402,70,6,38165,280,115,0.001834141,0.000157212,0,2,9
Naturmedizin Quickfinder,51,861,228,12,87157,615,253,0.002615969,0.000137683,1,2,7
Name Arena,92,3364,449,6,359960,4901,711,0.001247361,1.66685E-05,0,3,3
???? English Audio Bible,51,201,116,6,27168,137,47,0.004269729,0.000220848,6,0,12
CMTS,51,294,107,3,28615,91,39,0.003739298,0.00010484,1,6,4
????? ?????,0,965,353,15,141634,2791,325,0.002492339,0.000105907,0,8,15
Ligando de buen rollo LBR,51,659,261,9,80720,415,181,0.003233399,0.000111497,1,5,4
LBR Demolizioni,50,92,25,5117,9687,6,3,0.002580778,0.528233715,4,0,12
LBR Lite,50,102,27,3,10619,35,16,0.002542612,0.000282512,2,0,7
LBS(root),0,786,142,15,63528,143,50,0.002235235,0.000236116,0,4,3
Joe Pop's,50,1557,310,12,155580,768,257,0.001992544,7.71307E-05,1,3,10
The Cheese Shoppe - Surf City,95,2729,637,12,288906,1644,595,0.002204869,4.1536E-05,2,3,12
Thrifty Nickel Lubbock,51,309,96,6,22554,46,20,0.004256451,0.000266028,0,4,6
Lubbock Fine,51,681,210,15,81318,342,130,0.002582454,0.000184461,2,2,10
Lubbock ISD,100,1876,383,9,255383,3240,633,0.001499708,3.52412E-05,7,2,16
??????lbi,50,783,134,9,67961,357,150,0.001971719,0.000132429,1,0,6
The Particle Adventure,51,230,110,12,28333,180,81,0.003882399,0.000423534,0,2,2
LBM Journal,51,761,322,9,86317,350,149,0.003730435,0.000104267,2,7,10
TextByNumbers,0,151,68,9,19997,44,19,0.00340051,0.000450068,0,6,2
SwargaTV - Sri Lanka,92,335,171,6,58469,93,39,0.002924627,0.000102618,0,6,2
Relax LA1,51,83,39,6,7995,8,4,0.004878049,0.000750469,0,2,3
Baskettele,51,639,148,9,59672,297,124,0.002480225,0.000150825,1,2,4
La2 Gnom's Helper,51,139,30,6,10919,37,15,0.002747504,0.000549501,0,0,2
DitIsMilan,92,2610,720,12,243660,972,354,0.002954937,4.9249E-05,1,9,8
Relax LA3,51,83,39,6,7989,8,4,0.004881712,0.000751033,0,2,3
Relax LA5,51,83,39,6,7989,8,4,0.004881712,0.000751033,0,2,3
?????????????????????,92,245,120,9,43591,64,25,0.002752862,0.000206465,0,2,2
?????? ???? ?????,51,482,155,9,42612,219,63,0.003637473,0.000211208,0,0,5
Lax GPS,92,2552,552,9,351820,4320,727,0.001568984,2.55813E-05,2,1,7
Manhattan Village,51,47,23,3,4886,33,14,0.004707327,0.000613999,0,0,2
SUPER 8 LOS ANGELES/ALHAMBRA,51,621,148,9,61183,426,174,0.002418973,0.0001471,0,3,2
?????????????broken-lay,0,640,95,6,58585,487,187,0.001621575,0.000102415,1,4,1
LAY CERAMIC TILE,51,1353,1283,15,295423,1823,429,0.004342925,5.07747E-05,0,10,3
Laz Sözlük,100,2442,748,15,245871,1526,486,0.003042246,6.10076E-05,1,3,14
Your Ideal Weight (BMI),92,648,174,6,82676,331,139,0.002104601,7.25725E-05,0,3,2
Dr Lal PathLabs Druid Diabetes,51,1705,541,13,198817,975,329,0.002721095,6.53868E-05,1,2,5
My LAP-BAND®,50,1260,323,9,100624,851,211,0.00320997,8.94419E-05,3,1,9
CAPANNINA,51,821,308,15,86740,377,163,0.003550842,0.000172931,3,9,11
????????????,92,613,160,6,77815,298,123,0.002056159,7.7106E-05,0,1,2
Kids Fun Recipes,50,321,1256,6,33442,209,67,0.037557562,0.000179415,4,2,10
Olay Tv Canl?,51,513,80,9,48424,293,123,0.001652073,0.000185858,1,4,1
Stop Bullying & Stop Gangs,51,308,95,6,22433,46,20,0.004234833,0.000267463,0,4,6
???????????,92,495,151,9,66710,224,94,0.002263529,0.000134912,0,1,2
